YH/YH49.txt,A/A40.txt,A/A40.txt,300000,41,94,52,55,99,12,800,780,820,10340,10810,8260,0.03252768516540527,-53813721.007582,0.499080831,-78570229.187795580
YH/YH32.txt,YH/YH9.txt,YH/YH9.txt,240000,25,69,55,68,38,93,940,900,750,11620,11850,9830,0.026263952255249023,-45602874.47207,0.484344947,-290380481.896115100
A/A31.txt,A/A46.txt,A/A46.txt,270000,61,88,47,34,62,45,880,950,950,10300,11480,9450,0.02557659149169922,-53458065.771548,0.501551369,-242444945.745998440
Ae/Ae22.txt,Ae/Ae18.txt,Ae/Ae18.txt,420000,95,17,30,37,72,58,700,700,860,10800,10080,8220,0.014073371887207031,-13706768.244228,0.216291005,-274868762.068196600
YH/YH42.txt,YH/YH1.txt,YH/YH1.txt,240000,28,75,3,67,18,33,970,910,840,10540,9700,10900,0.02730727195739746,-14677717.314712,0.50569851,-115485391.726114110
Ae/Ae32.txt,YH/YH29.txt,YH/YH29.txt,390000,66,99,80,72,59,92,780,740,970,10980,8780,11750,0.025458574295043945,-71151233.007428,0.416707026,-299451442.326972250
A/A30.txt,Ae/Ae14.txt,Ae/Ae14.txt,270000,97,18,46,2,24,30,890,890,950,8220,10500,8420,0.025232553482055664,-6435463.602598,0.361947968,-23407712.508560700
A/A16.txt,YHe/YHe32.txt,YHe/YHe32.txt,300000,61,83,1,38,32,39,710,920,990,11740,11830,11730,0.034698486328125,-20074409.338296004,0.471614895,-252185076.072134020
YH/YH24.txt,YHe/YHe54.txt,YHe/YHe54.txt,390000,45,20,20,61,85,92,870,770,740,11600,9680,10990,0.026163578033447266,-26180844.140724998,0.465360714,-433336239.012934900
A/A14.txt,YT/YT0.txt,YT/YT0.txt,360000,93,12,89,87,43,28,710,970,910,11200,10750,8330,0.019998550415039062,-39854851.22742599,0.289221491,-201874671.480857000
YHe/YHe51.txt,YHe/YHe47.txt,YHe/YHe47.txt,270000,53,64,72,1,70,4,900,820,960,8230,8730,11660,0.03604412078857422,-16563674.496328002,0.436801935,-9961867.123003555
YH/YH33.txt,YHe/YHe52.txt,YHe/YHe52.txt,330000,48,83,37,12,74,49,950,910,790,9060,9800,8400,0.029273033142089844,-30755599.434756,0.475306747,-78956806.278296980
YHe/YHe24.txt,A/A32.txt,A/A32.txt,240000,19,47,2,18,59,25,840,700,760,8450,9460,11640,0.02935624122619629,-9450682.548984,0.367923968,-119857139.640045600
Ae/Ae11.txt,Ae/Ae2.txt,Ae/Ae2.txt,360000,1,23,82,55,50,26,720,710,980,9870,9290,8140,0.01858067512512207,-10368261.660228,0.225267849,-175212851.972797660
YHe/YHe8.txt,YHe/YHe27.txt,YHe/YHe27.txt,360000,9,30,71,80,89,32,790,940,900,10800,8000,9730,0.026808500289916992,-20821766.167372,0.424535878,-205479309.445260020
YH/YH44.txt,YH/YH36.txt,YH/YH36.txt,360000,38,86,35,21,38,55,890,980,920,10790,9240,10870,0.02722454071044922,-23524616.128670998,0.495458533,-147555174.513197060
A/A17.txt,A/A27.txt,A/A27.txt,240000,36,84,31,83,29,31,810,870,800,10870,10130,9730,0.02413177490234375,-24801664.405258,0.32021609,-213086686.777786940
Ae/Ae20.txt,Ae/Ae38.txt,Ae/Ae38.txt,420000,81,42,51,49,89,26,740,730,740,11220,9470,8570,0.028789281845092773,-35031482.568666,0.381970103,-146654053.281519980
YHe/YHe32.txt,YHe/YHe6.txt,YHe/YHe6.txt,390000,63,92,1,93,55,97,820,830,750,11400,11240,8810,0.03593587875366211,-44255880.72586,0.430717659,-375087145.587282960
Ae/Ae23.txt,YH/YH29.txt,YH/YH29.txt,390000,14,4,54,42,86,76,830,700,780,8220,10310,9980,0.03460812568664551,-18032352.542719997,0.426949395,-258095843.331639980
Ae/Ae3.txt,YHe/YHe47.txt,YHe/YHe47.txt,300000,72,73,12,10,2,6,840,730,810,9700,8040,8440,0.0232999324798584,-3654203.0547979996,0.392953085,-10946816.812206766
YHe/YHe4.txt,YHe/YHe53.txt,YHe/YHe53.txt,450000,95,74,98,4,54,71,790,850,830,10900,10590,9110,0.03030562400817871,-39389033.278804,0.432573454,-34926857.308488004
Ae/Ae28.txt,A/A42.txt,A/A42.txt,300000,34,89,40,56,32,8,920,760,890,8180,11240,11830,0.027681350708007812,-19185338.641088,0.398474932,-72517957.520336000
YHe/YHe21.txt,YHe/YHe42.txt,YHe/YHe42.txt,270000,10,99,90,54,47,32,880,830,970,10290,11280,10730,0.02704787254333496,-35731744.91874,0.396050645,-247484469.076725780
Ae/Ae43.txt,YTe/YTe0.txt,YTe/YTe0.txt,240000,76,90,90,37,38,19,850,900,790,11810,11000,10720,0.02364969253540039,-44653555.048884,0.296728581,-120798373.745902750
YH/YH4.txt,A/A32.txt,A/A32.txt,240000,71,82,92,62,97,56,810,840,870,9620,8700,10550,0.02170395851135254,-62800523.27245,0.377528031,-403047154.259564640
Ae/Ae9.txt,A/A27.txt,A/A27.txt,420000,50,98,14,51,61,15,840,970,740,9630,10230,8950,0.02650761604309082,-31967002.889917996,0.337330701,-108660873.929160000
