Ae/Ae39.txt,YH/YH18.txt,Ae/Ae37.txt,Ae/Ae37.txt,360000,28,1,97,57,97,51,94,49,960,810,790,920,9980,8640,10810,9970,0.10309672355651855,-63851884.285778,0.882946295,-270093137.905560400
A/A30.txt,YH/YH49.txt,A/A17.txt,A/A17.txt,400000,27,68,56,77,36,23,84,91,840,920,830,990,11010,11970,11110,11930,0.10281991958618164,-60641240.53245,0.731842908,-261976822.636627820
YH/YH54.txt,YHe/YHe41.txt,YH/YH21.txt,YH/YH21.txt,360000,69,86,39,23,43,12,74,73,760,740,780,930,10450,8050,11880,11880,0.09259939193725586,-39837475.301814,0.722606508,-78351787.252050130
YH/YH35.txt,A/A48.txt,YHe/YHe1.txt,YHe/YHe1.txt,560000,70,53,61,50,77,68,78,43,940,950,740,780,10950,10500,8870,10090,0.1062307357788086,-60849272.190969996,0.725663965,-278346371.244563160
YH/YH47.txt,YH/YH26.txt,Ae/Ae46.txt,Ae/Ae46.txt,520000,7,33,44,2,55,23,58,59,870,850,720,760,10160,8710,11380,8260,0.10613274574279785,-15355767.791665997,0.845171398,-128769108.404471100
YH/YH39.txt,YHe/YHe49.txt,YH/YH10.txt,YH/YH10.txt,400000,93,72,93,15,76,73,80,53,880,720,820,740,11650,8030,8030,11330,0.11303162574768066,-78931408.10133001,0.856891445,-323793157.351839900
YH/YH11.txt,A/A33.txt,YH/YH32.txt,YH/YH32.txt,320000,18,10,35,76,46,46,27,23,970,900,720,910,11970,8230,8000,10820,0.10521626472473145,-18677339.378688,0.888354432,-120817823.118745300
Ae/Ae39.txt,A/A35.txt,A/A10.txt,A/A10.txt,400000,15,28,18,83,93,51,97,4,930,730,820,700,8520,8280,11440,9630,0.10320734977722168,-16476067.997635001,0.629457511,-77780646.228390720
YH/YH1.txt,YHe/YHe6.txt,YHe/YHe34.txt,YHe/YHe34.txt,360000,77,58,18,49,67,38,4,36,840,810,950,830,10560,10950,9430,8650,0.11456656455993652,-37660697.152632,0.824793448,-36602183.516152090
Ae/Ae16.txt,YHe/YHe30.txt,Ae/Ae9.txt,Ae/Ae9.txt,360000,67,79,83,82,81,22,91,53,700,810,930,940,11710,8660,11000,9420,0.10417771339416504,-81454718.373104,0.692761937,-151007513.261709800
A/A47.txt,YH/YH51.txt,YHe/YHe2.txt,YHe/YHe2.txt,600000,22,16,99,82,26,99,72,38,710,900,940,850,9540,9550,11420,8680,0.09774303436279297,-46321962.828935996,0.806797505,-146353877.349794270
YHe/YHe48.txt,Ae/Ae25.txt,A/A42.txt,A/A42.txt,320000,39,85,66,39,75,43,10,43,730,760,990,750,11010,11950,8370,11810,0.11110258102416992,-43157712.568308994,0.807972933,-76634145.169033800
YH/YH43.txt,YH/YH36.txt,Ae/Ae33.txt,Ae/Ae33.txt,320000,58,76,74,60,60,85,31,18,850,830,920,740,11710,9140,8690,9790,0.09194040298461914,-60419120.193036005,0.851655253,-107526531.750668670
A/A23.txt,A/A43.txt,Ae/Ae29.txt,Ae/Ae29.txt,400000,79,95,69,37,75,19,95,38,850,890,850,940,11470,11210,8980,11040,0.10287928581237793,-44566229.145545,0.659706065,-157206516.086770770
A/A12.txt,YH/YH15.txt,Ae/Ae25.txt,Ae/Ae25.txt,560000,99,59,92,66,60,26,38,35,900,730,750,700,10670,9810,10250,9100,0.09699678421020508,-46313475.940708004,0.644023241,-157965204.661354120
YH/YH8.txt,A/A9.txt,Ae/Ae0.txt,Ae/Ae0.txt,320000,66,53,70,96,79,67,70,97,920,800,800,980,8930,11900,9880,11990,0.08229899406433105,-116061871.689694,0.610611653,-428120371.933657500
YH/YH4.txt,YHe/YHe11.txt,A/A38.txt,A/A38.txt,520000,58,75,56,31,86,92,84,71,920,900,960,740,10760,9910,8620,8620,0.09678053855895996,-72614272.77792001,0.730053075,-368592098.964488200
Ae/Ae32.txt,Ae/Ae7.txt,Ae/Ae30.txt,Ae/Ae30.txt,440000,20,67,67,53,14,25,21,25,920,980,820,900,11230,9420,10420,10520,0.12078237533569336,-17182759.834569998,0.63904203,-131297910.446066300
YHe/YHe48.txt,A/A14.txt,YHe/YHe45.txt,YHe/YHe45.txt,360000,48,11,77,98,92,14,71,60,830,730,870,770,11300,8890,9310,9300,0.10280227661132812,-54878838.371176,0.748774703,-88761050.654548050
